iccs,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS0501,P_HTHAB,RO	135.49 	133.17 	150.11 	155.96 	138.35 	138.32 	148.77 	256.26 	97.77 	97.16 	76.17 	66.15 	56.62 	49.84 
ICCS0501,P_HTHAB,RS	142.88 	137.14 	171.04 	206.43 	239.25 	278.14 	316.27 	374.83 	441.33 	243.96 	240.36 	207.71 	193.61 	190.62 
ICCS0501,P_HTHAB,SE	703.48 	785.66 	737.52 	769.88 	900.25 	904.02 	923.93 	865.92 	894.24 	928.69 	1001.70 	992.67 	1035.22 	1026.67 
ICCS0501,P_HTHAB,SI	224.90 	395.11 	400.64 	406.26 	423.64 	518.70 	496.93 	659.99 	746.54 	686.26 	668.04 	656.09 	763.15 	761.59 
ICCS0501,P_HTHAB,SK	59.47 	68.25 	67.79 	83.19 	105.24 	115.37 	126.57 	174.06 	206.38 	219.36 	238.93 	274.25 	286.01 	281.97 
ICCS0501,P_HTHAB,TR	114.23 	115.19 	126.45 	148.99 	: 	: 	: 	: 	: 	159.97 	136.52 	129.94 	118.92 	: 
ICCS0501,P_HTHAB,UKC-L	: 	: 	: 	717.21 	747.32 	708.87 	695.62 	718.55 	780.87 	815.67 	895.81 	942.37 	982.29 	1064.87 
ICCS0501,P_HTHAB,UKM	: 	: 	: 	253.40 	279.42 	303.15 	329.26 	386.08 	418.64 	405.46 	458.70 	476.83 	455.71 	491.63 
ICCS0501,P_HTHAB,UKN	: 	: 	: 	340.52 	365.36 	397.84 	496.24 	483.81 	499.55 	523.44 	621.26 	658.80 	710.96 	680.09 
ICCS0501,P_HTHAB,XK	: 	215.42 	231.50 	289.24 	289.99 	336.08 	: 	: 	: 	: 	423.81 	317.87 	270.24 	285.86 
ICCS05012,NR,AL	744 	894 	1157 	1218 	1145 	1216 	1387 	1657 	1277 	1238 	979 	957 	757 	697 
ICCS05012,NR,AT	4567 	6521 	8798 	9751 	11750 	12975 	15516 	17110 	16548 	15479 	15616 	14646 	19718 	17180 
ICCS05012,NR,BA	401 	549 	: 	: 	: 	: 	1181 	: 	146 	: 	: 	: 	3673 	: 
ICCS05012,NR,BE	33388 	33775 	47069 	51337 	52331 	55367 	65716 	72675 	75481 	75640 	70037 	63598 	69456 	64061 
ICCS05012,NR,BG	3945 	4736 	5587 	6595 	: 	: 	4433 	5345 	6396 	6456 	6558 	8338 	7963 	6745 
ICCS05012,NR,CH	18234 	18405 	21351 	23426 	24081 	26047 	30664 	36697 	39672 	35801 	28485 	25074 	26101 	: 
ICCS05012,NR,CY	: 	: 	: 	: 	923 	1088 	1362 	1625 	1785 	2010 	1961 	: 	: 	: 
ICCS05012,NR,CZ	5221 	5512 	6525 	6029 	7233 	8026 	9448 	12832 	15958 	5479 	5257 	5374 	4790 	4634 
ICCS05012,NR,DE	54236 	75023 	87145 	97504 	116540 	151265 	167136 	152123 	149500 	144117 	132595 	121347 	113800 	108284 
ICCS05012,NR,DK	23025 	27139 	34946 	39821 	40391 	44379 	45726 	50646 	56526 	57927 	63390 	62450 	66881 	58790 
ICCS05012,NR,EE	491 	582 	600 	755 	965 	1328 	1662 	2072 	2132 	2718 	2792 	3196 	3027 	3321 
ICCS05012,NR,EL	5915 	6425 	9215 	8527 	9894 	23420 	24022 	22881 	25549 	28193 	27569 	24603 	18849 	17953 
ICCS05012,NR,ES	75501 	72380 	98326 	107166 	105095 	113299 	115302 	121779 	127444 	126425 	100780 	110231 	97852 	93920 
ICCS05012,NR,FI	3898 	4724 	4536 	4926 	4771 	5299 	5970 	6365 	5748 	6281 	6672 	6453 	6497 	5978 
ICCS05012,NR,FR	: 	: 	: 	: 	: 	241199 	231785 	235619 	250432 	238088 	220049 	189947 	179408 	166250 
ICCS05012,NR,HR	2567 	3237 	3856 	4514 	4534 	4409 	4909 	4944 	5996 	5664 	4616 	4108 	2777 	2714 
ICCS05012,NR,HU	: 	: 	: 	: 	: 	: 	20291 	24126 	21606 	23739 	22534 	21979 	17625 	19239 
ICCS05012,NR,IS	490 	388 	: 	508 	383 	309 	402 	389 	382 	453 	613 	941 	968 	: 
ICCS05012,NR,IT	124715 	109503 	165329 	191374 	195824 	214053 	234726 	255886 	251422 	237355 	204891 	169163 	150843 	150761 
ICCS05012,NR,LI	: 	: 	: 	: 	: 	77 	102 	116 	92 	51 	90 	: 	193 	105 
ICCS05012,NR,LT	822 	1224 	1641 	1983 	2590 	2657 	2999 	3342 	3265 	3526 	4081 	4905 	5799 	6076 
ICCS05012,NR,LU	1147 	1076 	: 	: 	: 	2123 	2696 	3315 	2228 	1862 	2154 	1352 	1639 	1492 
ICCS05012,NR,LV	522 	833 	1028 	1283 	1429 	1733 	255 	432 	703 	731 	: 	800 	1809 	1717 
ICCS05012,NR,MK	: 	: 	: 	: 	: 	: 	: 	2881 	2639 	1987 	2160 	1610 	1612 	1346 
ICCS05012,NR,MT	573 	623 	816 	864 	853 	772 	712 	932 	777 	1004 	952 	890 	812 	788 
ICCS05012,NR,NL	23915 	31585 	38985 	42140 	49330 	56725 	66325 	71235 	85475 	85810 	82890 	78830 	94580 	91245 
ICCS05012,NR,NO	: 	: 	: 	: 	: 	: 	: 	5035 	5458 	5987 	5790 	7284 	9035 	8125 
ICCS05012,NR,PL	17902 	18265 	18821 	19390 	21120 	: 	11415 	12563 	22881 	26825 	25544 	24123 	22194 	20892 
ICCS05012,NR,PT	8420 	9168 	10961 	12161 	12300 	14369 	16186 	19312 	22206 	25151 	28307 	26653 	26045 	29663 
ICCS05012,NR,RO	15042 	15258 	16583 	16584 	14477 	14835 	15115 	25592 	15085 	15292 	16311 	14197 	11574 	10285 
ICCS05012,NR,RS	3718 	3729 	4944 	5929 	6516 	7897 	5511 	6107 	6796 	6738 	6925 	5946 	6121 	6009 
ICCS05012,NR,SE	36096 	39244 	34558 	36929 	43401 	42221 	42493 	37978 	40654 	39552 	42847 	40562 	39700 	37870 
ICCS05012,NR,SI	1372 	2674 	2519 	2615 	2905 	3184 	3117 	3670 	3815 	2717 	2486 	2563 	2231 	2036 
ICCS05012,NR,SK	761 	951 	992 	1324 	1645 	1764 	1924 	2708 	3226 	3163 	3024 	3495 	2330 	2118 
ICCS05012,NR,TR	56476 	58400 	62842 	74140 	: 	: 	: 	: 	: 	54179 	47532 	46493 	44244 	: 
ICCS05012,NR,UKC-L	: 	: 	: 	236519 	249527 	206144 	194375 	196554 	211988 	227276 	245312 	258165 	268606 	284431 
ICCS05012,NR,UKM	: 	: 	: 	9573 	10893 	12036 	13051 	15166 	16334 	15656 	17375 	17657 	16727 	17223 
ICCS05012,NR,UKN	: 	: 	: 	: 	: 	4963 	6101 	5713 	5804 	5868 	6957 	7116 	7524 	7041 
ICCS05012,NR,XK	: 	: 	: 	: 	: 	4467 	4207 	5348 	6566 	3256 	3329 	2977 	2305 	2376 
ICCS05012,P_HTHAB,AL	26.29 	31.41 	40.42 	42.43 	39.80 	42.13 	47.95 	57.21 	: 	: 	34.57 	: 	23.77 	21.99 
ICCS05012,P_HTHAB,AT	51.13 	73.26 	99.31 	110.53 	133.94 	149.31 	180.92 	201.13 	195.79 	184.10 	186.46 	175.37 	236.57 	206.79 
ICCS05012,P_HTHAB,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95.55 	: 
ICCS05012,P_HTHAB,BE	288.95 	293.12 	410.88 	450.38 	461.00 	489.49 	584.80 	650.00 	676.25 	681.76 	636.66 	586.70 	645.92 	600.56 
ICCS05012,P_HTHAB,BG	57.04 	68.13 	79.81 	93.55 	: 	: 	61.55 	73.77 	87.80 	88.11 	88.99 	112.35 	106.64 	89.72 
ICCS05012,P_HTHAB,CH	210.30 	213.86 	249.88 	276.12 	286.01 	312.80 	372.24 	450.84 	493.49 	450.06 	361.94 	322.05 	338.89 	: 
ICCS05012,P_HTHAB,CY	: 	: 	: 	: 	107.98 	128.25 	160.80 	189.39 	206.15 	233.18 	233.52 	: 	: 	: 
ICCS05012,P_HTHAB,CZ	48.79 	51.54 	61.27 	56.82 	68.37 	76.05 	89.65 	122.07 	151.75 	52.15 	50.13 	51.36 	45.94 	44.80 
ICCS05012,P_HTHAB,DE	65.22 	90.21 	104.97 	117.77 	141.22 	184.08 	205.84 	188.35 	185.66 	179.41 	165.28 	148.34 	138.78 	131.70 
ICCS05012,P_HTHAB,DK	394.26 	466.08 	601.89 	688.80 	702.60 	777.59 	807.92 	900.02 	1008.92 	1038.02 	1139.98 	1128.33 	1213.49 	1073.63 
ICCS05012,P_HTHAB,EE	36.92 	43.79 	45.29 	57.23 	73.35 	100.92 	126.40 	157.47 	161.49 	205.10 	209.98 	239.71 	226.62 	248.12 
ICCS05012,P_HTHAB,EL	55.39 	59.94 	85.92 	79.39 	91.88 	217.18 	221.24 	209.40 	232.19 	254.30 	247.85 	221.26 	169.89 	160.55 
ICCS05012,P_HTHAB,ES	159.29 	152.92 	209.48 	229.68 	225.87 	243.97 	248.23 	261.82 	272.74 	270.03 	215.95 	237.12 	211.62 	205.65 
ICCS05012,P_HTHAB,FI	70.44 	85.50 	82.20 	89.35 	86.69 	96.57 	109.11 	116.76 	105.92 	116.29 	124.12 	120.58 	121.98 	112.78 
ICCS05012,P_HTHAB,FR	: 	: 	: 	: 	: 	361.29 	348.61 	357.31 	381.75 	364.73 	338.65 	293.77 	278.80 	259.74 
ICCS05012,P_HTHAB,HR	63.60 	79.77 	94.60 	109.95 	109.14 	105.21 	116.18 	116.42 	140.68 	132.46 	107.60 	95.47 	64.43 	62.94 
ICCS05012,P_HTHAB,HU	: 	: 	: 	: 	: 	: 	205.88 	244.26 	218.05 	239.02 	225.66 	219.48 	175.71 	191.52 
ICCS05012,P_HTHAB,IS	132.87 	106.55 	: 	145.79 	113.20 	92.92 	122.15 	119.45 	118.69 	141.75 	192.49 	296.26 	303.10 	: 
ICCS05012,P_HTHAB,IT	210.54 	183.60 	276.39 	316.40 	323.20 	352.84 	386.09 	420.99 	421.25 	399.63 	345.14 	285.80 	255.66 	257.04 
ICCS05012,P_HTHAB,LI	: 	: 	: 	: 	: 	204.67 	272.98 	312.42 	249.74 	139.82 	248.97 	: 	542.30 	296.98 
ICCS05012,P_HTHAB,LT	29.40 	43.81 	58.73 	70.60 	90.94 	91.98 	102.66 	113.54 	109.86 	117.39 	133.69 	156.11 	182.14 	189.13 
ICCS05012,P_HTHAB,LU	180.71 	171.86 	: 	: 	: 	368.42 	478.90 	603.08 	414.87 	354.77 	420.83 	269.29 	332.12 	308.39 
ICCS05012,P_HTHAB,LV	27.57 	43.67 	53.54 	66.33 	73.28 	88.02 	12.84 	21.58 	34.74 	35.75 	: 	37.73 	83.64 	78.34 
ICCS05012,P_HTHAB,MK	: 	: 	: 	: 	: 	: 	: 	139.46 	127.96 	96.47 	104.99 	78.43 	78.69 	65.81 
ICCS05012,P_HTHAB,MT	111.02 	121.07 	165.33 	181.63 	185.32 	177.72 	165.83 	219.10 	184.40 	240.45 	229.40 	214.96 	197.60 	193.22 
ICCS05012,P_HTHAB,NL	136.85 	181.44 	225.58 	245.27 	288.79 	334.09 	392.44 	423.28 	509.40 	512.90 	497.66 	475.60 	573.71 	556.19 
ICCS05012,P_HTHAB,NO	: 	: 	: 	: 	: 	: 	: 	98.57 	108.05 	120.08 	117.68 	149.93 	188.26 	171.52 
ICCS05012,P_HTHAB,PL	47.31 	48.12 	49.56 	51.06 	55.62 	: 	30.04 	33.04 	60.11 	70.47 	67.11 	63.44 	58.20 	54.81 
ICCS05012,P_HTHAB,PT	81.76 	89.05 	106.66 	118.17 	119.31 	138.95 	156.01 	185.21 	211.74 	238.57 	267.74 	252.07 	246.57 	281.08 
ICCS05012,P_HTHAB,RO	78.34 	78.94 	85.42 	84.91 	73.70 	75.07 	76.07 	128.30 	75.35 	76.09 	76.17 	66.15 	56.62 	49.84 
ICCS05012,P_HTHAB,RS	54.11 	53.84 	71.00 	84.68 	92.55 	111.60 	77.46 	85.45 	94.63 	93.37 	95.50 	81.38 	83.45 	81.58 
ICCS05012,P_HTHAB,SE	347.77 	379.99 	337.80 	364.90 	434.22 	428.60 	435.94 	393.76 	425.43 	417.09 	455.07 	434.25 	428.89 	412.40 
ICCS05012,P_HTHAB,SI	65.06 	127.58 	121.05 	126.52 	140.62 	154.25 	151.10 	178.06 	185.30 	132.18 	121.26 	125.21 	109.77 	101.28 
ICCS05012,P_HTHAB,SK	13.94 	17.42 	18.20 	24.32 	30.26 	32.51 	35.49 	50.00 	59.62 	58.53 	56.08 	64.84 	43.29 	39.40 
ICCS05012,P_HTHAB,TR	67.54 	70.23 	76.63 	91.75 	: 	: 	: 	: 	: 	72.51 	64.47 	64.07 	61.86 	: 
ICCS05012,P_HTHAB,UKC-L	: 	: 	: 	401.15 	426.08 	354.61 	337.18 	343.76 	373.49 	403.19 	438.59 	465.46 	488.03 	520.79 
ICCS05012,P_HTHAB,UKM	: 	: 	: 	176.07 	201.17 	223.86 	243.65 	284.14 	307.02 	295.05 	329.04 	336.54 	320.63 	332.11 
ICCS05012,P_HTHAB,UKN	: 	: 	: 	: 	: 	267.04 	330.30 	310.95 	317.74 	322.61 	384.46 	395.55 	421.23 	397.72 
ICCS05012,P_HTHAB,XK	: 	: 	: 	: 	: 	252.14 	: 	: 	: 	: 	185.54 	134.82 	105.70 	110.35 
ICCS0502,NR,AL	3005 	3162 	4833 	5414 	5096 	5641 	7012 	7961 	5255 	5344 	4621 	3978 	3577 	3596 
ICCS0502,NR,AT	73213 	84734 	115423 	118802 	131717 	143531 	140254 	148263 	154002 	146520 	144326 	150728 	170683 	174008 
ICCS0502,NR,BA	3161 	3669 	3718 	3561 	4143 	4491 	4874 	5931 	6477 	6675 	6737 	11362 	6740 	8180 
ICCS0502,NR,BE	165083 	156440 	224148 	222049 	223563 	232504 	246853 	208443 	224109 	237921 	242399 	228355 	249627 	245682 
ICCS0502,NR,BG	24435 	27036 	33172 	36922 	40947 	32727 	38315 	41246 	45256 	44462 	47323 	50479 	44278 	42553 
ICCS0502,NR,CH	117586 	121322 	132646 	131546 	141504 	146359 	157911 	174601 	197389 	215178 	203381 	174349 	183916 	120817 
ICCS0502,NR,CY	527 	513 	642 	716 	959 	731 	943 	990 	1272 	1567 	1697 	1670 	2912 	3191 
ICCS0502,NR,CZ	26589 	45638 	59850 	59438 	66101 	71224 	85366 	104464 	126223 	120028 	125039 	127021 	139113 	148264 
ICCS0502,NR,DE	835368 	931793 	1025321 	1082478 	1156422 	1290481 	1348955 	1322144 	1289071 	1267576 	1276065 	1219983 	1308687 	2052913 
ICCS0502,NR,DK	124628 	142042 	170043 	182819 	213924 	225511 	225868 	250773 	269086 	281515 	291387 	292350 	300515 	297206 
ICCS0502,NR,EE	7513 	6863 	6804 	7403 	7633 	8982 	11354 	15738 	16465 	18628 	20175 	25253 	24835 	23506 
ICCS0502,NR,EL	58937 	60947 	85825 	80351 	92666 	57158 	55151 	50710 	53810 	62447 	70517 	67446 	60249 	53928 
ICCS0502,NR,ES	124302 	104521 	175850 	168203 	162426 	163077 	205751 	155253 	163464 	165297 	155122 	144618 	217648 	237525 
ICCS0502,NR,FI	124104 	134831 	122731 	118193 	121178 	126734 	132978 	137465 	137219 	126244 	139868 	136935 	141266 	139476 
ICCS0502,NR,FR	1208588 	1174596 	1474284 	1454899 	1489163 	1500303 	1397363 	1429398 	1390001 	1173885 	1163793 	1172553 	1383325 	962583 
ICCS0502,NR,HR	10325 	10418 	11862 	12190 	12413 	12739 	13547 	12043 	14051 	17248 	15929 	13575 	14095 	15300 
ICCS0502,NR,HU	42428 	50441 	56967 	64190 	80335 	93592 	111326 	106939 	124276 	159047 	157234 	161051 	125247 	127125 
ICCS0502,NR,IE	44618 	48777 	65404 	64473 	66923 	62017 	72716 	77619 	78431 	76113 	76669 	76653 	76913 	76821 
ICCS0502,NR,IS	3762 	3503 	3476 	3285 	3822 	3472 	4032 	3670 	4102 	4147 	4203 	4920 	5589 	4718 
ICCS0502,NR,IT	701013 	625641 	922272 	1016570 	1069965 	1132814 	1229103 	1317327 	1303355 	1066669 	1038883 	944025 	1152323 	1223105 
ICCS0502,NR,LI	: 	133 	178 	162 	149 	196 	193 	214 	233 	197 	184 	174 	201 	178 
ICCS0502,NR,LT	7736 	9447 	10902 	12833 	17040 	19963 	22783 	27895 	27952 	23478 	27299 	26530 	30379 	29610 
ICCS0502,NR,LU	10902 	9258 	9925 	10312 	10090 	9954 	9193 	10259 	10334 	9243 	8775 	7218 	7079 	7021 
ICCS0502,NR,LV	7900 	12799 	13111 	14047 	14534 	14570 	19387 	20578 	20623 	21341 	: 	25659 	29163 	25844 
ICCS0502,NR,ME	337 	320 	413 	440 	503 	506 	827 	892 	739 	857 	673 	530 	656 	794 
ICCS0502,NR,MK	: 	: 	: 	: 	: 	: 	: 	4983 	5530 	6034 	5552 	5423 	5744 	6627 
ICCS0502,NR,MT	4478 	4578 	6631 	6528 	8255 	8821 	8653 	8198 	8469 	8690 	8520 	7769 	7244 	8525 
ICCS0502,NR,NL	184010 	204755 	233860 	233985 	259095 	304055 	335120 	365370 	391945 	392775 	392910 	379465 	703315 	704160 
ICCS0502,NR,NO	79133 	86519 	94544 	92320 	94179 	104507 	114828 	132018 	145940 	155365 	148128 	151234 	160063 	150703 
ICCS0502,NR,PL	108720 	98519 	102585 	98833 	106923 	126392 	145212 	168567 	212143 	230751 	230247 	203916 	208194 	214414 
ICCS0502,NR,PT	63954 	65159 	82120 	87569 	88541 	89305 	98434 	91041 	94902 	102271 	98398 	95064 	121199 	126956 
ICCS0502,NR,RO	90525 	87818 	95945 	100407 	96154 	92099 	108439 	164396 	57557 	56732 	47322 	48828 	49398 	41874 
ICCS0502,NR,RS	17363 	15228 	18070 	18781 	20752 	22431 	24483 	26754 	30882 	17900 	17529 	15912 	17833 	19863 
ICCS0502,NR,SE	288987 	311038 	329054 	334286 	360113 	375396 	399646 	399432 	410762 	408420 	415029 	402974 	425878 	436446 
ICCS0502,NR,SI	13387 	16148 	17946 	18580 	20539 	21394 	22798 	30103 	34942 	33905 	30677 	28911 	28566 	28765 
ICCS0502,NR,SK	9799 	11441 	12119 	13544 	20295 	15870 	24091 	18568 	20708 	34730 	37613 	41814 	31549 	33743 
ICCS0502,NR,TR	210246 	198115 	216670 	250668 	: 	: 	: 	: 	: 	239926 	209866 	207945 	174545 	: 
ICCS0502,NR,UKC-L	: 	: 	: 	1593128 	1573004 	1467499 	1357563 	1339640 	1326649 	1361329 	1481675 	1478601 	1591975 	1592758 
ICCS0502,NR,UKM	: 	: 	: 	86569 	86543 	84867 	86748 	95021 	101870 	94551 	108956 	107894 	115891 	117033 
ICCS0502,NR,UKN	: 	: 	: 	24178 	23407 	24041 	25707 	26831 	27289 	23824 	24480 	23579 	28608 	24380 
ICCS0502,NR,XK	4621 	4224 	4835 	5569 	5569 	12593 	12295 	8228 	16962 	16292 	17141 	15234 	13771 	15466 
ICCS0502,P_HTHAB,AL	106.19 	111.11 	168.84 	188.62 	177.15 	196.17 	242.98 	274.90 	: 	: 	163.19 	: 	96.49 	100.88 
ICCS0502,P_HTHAB,AT	819.61 	951.95 	1302.92 	1346.62 	1501.41 	1651.67 	1635.37 	1742.86 	1822.11 	1742.60 	1723.26 	1804.77 	2047.79 	2094.47 
ICCS0502,P_HTHAB,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	173.86 	175.30 	295.57 	175.34 	212.81 
ICCS0502,P_HTHAB,BE	1428.70 	1357.70 	1956.68 	1948.04 	1969.42 	2055.54 	2196.73 	1864.29 	2007.85 	2144.43 	2203.50 	2106.61 	2321.45 	2303.23 
ICCS0502,P_HTHAB,BG	353.28 	388.92 	473.88 	523.71 	576.57 	457.48 	531.99 	569.25 	621.26 	606.81 	642.15 	680.15 	592.97 	566.01 
ICCS0502,P_HTHAB,CH	1356.19 	1409.73 	1552.41 	1550.49 	1680.66 	1757.62 	1916.94 	2145.07 	2455.37 	2705.06 	2584.21 	2239.32 	2387.94 	1591.06 
ICCS0502,P_HTHAB,CY	58.82 	57.77 	73.30 	82.85 	112.19 	86.17 	111.33 	115.38 	146.90 	181.78 	202.08 	203.87 	365.40 	411.03 
ICCS0502,P_HTHAB,CZ	248.45 	426.77 	561.98 	560.20 	624.84 	674.86 	810.06 	993.72 	1200.28 	1142.53 	1192.35 	1214.11 	1334.32 	1433.41 
ICCS0502,P_HTHAB,DE	1004.59 	1120.39 	1235.04 	1307.46 	1401.36 	1570.39 	1661.33 	1636.98 	1600.86 	1578.00 	1590.67 	1491.38 	1595.91 	2496.92 
ICCS0502,P_HTHAB,DK	2134.02 	2439.43 	2928.71 	3162.31 	3721.21 	3951.31 	3990.80 	4456.42 	4802.85 	5044.60 	5240.18 	5282.09 	5452.55 	5427.63 
ICCS0502,P_HTHAB,EE	564.86 	516.41 	513.58 	561.20 	580.18 	682.55 	863.51 	1196.06 	1247.18 	1405.66 	1517.31 	1894.04 	1859.27 	1756.22 
ICCS0502,P_HTHAB,EL	551.92 	568.61 	800.26 	748.07 	860.55 	530.04 	507.93 	464.09 	489.02 	563.28 	633.95 	606.57 	543.04 	487.55 
ICCS0502,P_HTHAB,ES	262.25 	220.82 	374.65 	360.50 	349.09 	351.16 	442.96 	333.79 	349.82 	353.06 	332.40 	311.10 	470.70 	520.10 
ICCS0502,P_HTHAB,FI	2242.66 	2440.25 	2224.23 	2143.85 	2201.92 	2309.58 	2430.26 	2521.71 	2528.60 	2337.30 	2602.06 	2558.85 	2652.22 	2631.38 
ICCS0502,P_HTHAB,FR	1786.35 	1744.79 	2194.61 	2170.64 	2228.96 	2251.41 	2101.67 	2167.66 	2118.89 	1798.31 	1791.04 	1813.45 	2149.68 	1503.87 
ICCS0502,P_HTHAB,HR	255.80 	256.72 	291.00 	296.92 	298.81 	303.98 	320.62 	283.58 	329.67 	403.37 	371.32 	315.49 	327.05 	354.83 
ICCS0502,P_HTHAB,HU	436.02 	516.31 	582.92 	656.45 	819.95 	952.06 	1129.57 	1082.67 	1254.20 	1601.37 	1574.59 	1608.21 	1248.60 	1265.50 
ICCS0502,P_HTHAB,IE	891.23 	982.53 	1333.62 	1334.74 	1398.78 	1312.17 	1554.55 	1673.60 	1708.33 	1660.87 	1677.33 	1684.89 	1701.11 	1723.30 
ICCS0502,P_HTHAB,IS	1020.09 	962.01 	973.69 	942.75 	1129.60 	1044.12 	1225.16 	1126.90 	1274.48 	1297.66 	1319.82 	1548.97 	1750.02 	1495.60 
ICCS0502,P_HTHAB,IT	1183.42 	1049.00 	1541.83 	1680.73 	1765.93 	1867.31 	2021.70 	2167.27 	2183.71 	1795.91 	1750.00 	1594.90 	1953.07 	2085.33 
ICCS0502,P_HTHAB,LI	: 	343.25 	463.81 	425.04 	394.08 	520.97 	516.51 	576.37 	632.50 	540.10 	509.00 	484.76 	564.78 	503.45 
ICCS0502,P_HTHAB,LT	276.71 	338.11 	390.17 	456.87 	598.33 	691.11 	779.90 	947.69 	940.54 	781.65 	894.29 	844.37 	954.16 	921.68 
ICCS0502,P_HTHAB,LU	1717.58 	1478.66 	1616.73 	1712.94 	1708.24 	1727.38 	1632.98 	1866.36 	1924.26 	1761.06 	1714.40 	1437.66 	1434.45 	1451.22 
ICCS0502,P_HTHAB,LV	417.28 	670.92 	682.88 	726.18 	745.29 	739.99 	976.14 	1028.15 	1019.01 	1043.67 	: 	1210.04 	1348.37 	1179.12 
ICCS0502,P_HTHAB,ME	54.29 	51.46 	66.38 	70.70 	80.82 	81.32 	132.94 	143.52 	119.02 	138.16 	108.57 	85.62 	106.29 	128.99 
ICCS0502,P_HTHAB,MK	: 	: 	: 	: 	: 	: 	: 	241.22 	268.15 	292.94 	269.87 	264.19 	280.38 	324.03 
ICCS0502,P_HTHAB,MT	867.66 	889.69 	1343.51 	1372.29 	1793.41 	2030.60 	2015.40 	1927.20 	2009.90 	2081.21 	2053.07 	1876.45 	1762.85 	2090.32 
ICCS0502,P_HTHAB,NL	1052.96 	1176.24 	1353.19 	1361.88 	1516.82 	1790.76 	1982.87 	2171.04 	2335.85 	2347.68 	2359.00 	2289.38 	4266.19 	4292.25 
ICCS0502,P_HTHAB,NO	1467.77 	1611.88 	1774.40 	1743.33 	1791.05 	2005.61 	2222.55 	2584.55 	2889.17 	3116.11 	3010.55 	3112.96 	3335.17 	3181.29 
ICCS0502,P_HTHAB,PL	287.32 	259.55 	270.15 	260.25 	281.58 	332.90 	382.08 	443.39 	557.35 	606.22 	604.91 	536.30 	545.93 	562.54 
ICCS0502,P_HTHAB,PT	621.02 	632.86 	799.10 	850.93 	858.82 	863.57 	948.78 	873.10 	904.92 	970.09 	930.68 	899.08 	1147.39 	1202.99 
ICCS0502,P_HTHAB,RO	471.44 	454.34 	494.19 	514.10 	489.47 	466.08 	545.72 	824.15 	287.50 	282.30 	220.99 	227.51 	241.67 	202.92 
ICCS0502,P_HTHAB,RS	252.68 	219.84 	259.49 	268.24 	294.76 	316.98 	344.13 	374.35 	430.02 	248.04 	241.73 	217.77 	243.12 	269.68 
ICCS0502,P_HTHAB,SE	2784.26 	3011.72 	3216.50 	3303.14 	3602.88 	3810.73 	4100.05 	4141.40 	4298.52 	4306.93 	4407.90 	4314.18 	4600.93 	4752.79 
ICCS0502,P_HTHAB,SI	634.76 	770.47 	862.41 	898.94 	994.19 	1036.44 	1105.16 	1460.54 	1697.18 	1649.48 	1496.30 	1412.38 	1405.56 	1430.90 
ICCS0502,P_HTHAB,SK	179.48 	209.62 	222.35 	248.83 	373.39 	292.47 	444.37 	342.84 	382.71 	642.63 	697.51 	775.71 	586.15 	627.65 
ICCS0502,P_HTHAB,TR	251.45 	238.25 	264.22 	310.19 	: 	: 	: 	: 	: 	321.08 	284.67 	286.58 	244.06 	: 
ICCS0502,P_HTHAB,UKC-L	: 	: 	: 	2702.02 	2686.01 	2524.38 	2354.96 	2342.92 	2337.36 	2414.98 	2649.05 	2665.85 	2892.44 	2916.32 
ICCS0502,P_HTHAB,UKM	: 	: 	: 	1592.24 	1598.29 	1578.45 	1619.49 	1780.27 	1914.81 	1781.88 	2063.33 	2056.47 	2221.44 	2256.72 
ICCS0502,P_HTHAB,UKN	: 	: 	: 	1288.84 	1253.97 	1294.58 	1392.41 	1460.35 	1493.93 	1309.78 	1352.83 	1310.66 	1601.62 	1377.12 
ICCS0502,P_HTHAB,XK	: 	237.02 	269.26 	309.65 	312.25 	710.82 	: 	: 	: 	: 	955.37 	689.91 	631.50 	718.30 
ICCS05021,NR,AL	207 	199 	318 	252 	329 	298 	277 	401 	572 	677 	611 	627 	504 	398 
ICCS05021,NR,AT	2795 	3107 	3917 	4257 	5013 	9023 	9743 	10304 	11478 	4446 	5158 	5150 	9289 	9049 
ICCS05021,NR,BA	319 	300 	499 	585 	777 	1029 	1278 	1361 	1376 	1328 	1091 	1628 	1738 	1725 
ICCS05021,NR,BE	9354 	9107 	12599 	14023 	15845 	17440 	19376 	15783 	15794 	17212 	19375 	19851 	21906 	23303 
ICCS05021,NR,BG	306 	420 	310 	328 	2043 	2759 	3540 	3721 	3583 	3082 	3234 	3938 	4470 	4620 
ICCS05021,NR,CH	12760 	9820 	8886 	7640 	6636 	6048 	6325 	6606 	6302 	7690 	7540 	7604 	8500 	: 
ICCS05021,NR,CY	: 	: 	: 	: 	960 	989 	961 	1187 	1317 	1749 	1783 	1705 	1627 	1786 
ICCS05021,NR,CZ	4290 	6087 	6669 	7027 	8213 	9161 	30387 	41085 	53320 	49466 	55600 	61379 	68515 	31594 
ICCS05021,NR,DE	39172 	42906 	48557 	50440 	54114 	59633 	56563 	58401 	59528 	64017 	70841 	76123 	87693 	89036 
