iccs,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS0301,P_HTHAB,LU	54.83 	46.16 	48.22 	37.71 	39.45 	45.64 	58.26 	65.31 	66.48 	75.83 	69.16 	64.93 	72.95 	: 
ICCS0301,P_HTHAB,LV	17.69 	16.20 	15.78 	15.25 	13.44 	11.17 	23.46 	27.63 	22.33 	: 	: 	: 	: 	: 
ICCS0301,P_HTHAB,ME	5.80 	4.34 	5.95 	3.70 	3.70 	3.54 	4.18 	4.99 	4.03 	3.87 	3.87 	7.11 	7.62 	6.50 
ICCS0301,P_HTHAB,MK	: 	: 	: 	: 	4.92 	5.50 	5.80 	6.54 	7.32 	: 	: 	: 	: 	: 
ICCS0301,P_HTHAB,MT	26.74 	17.30 	24.11 	19.55 	16.95 	19.54 	24.22 	18.10 	22.31 	19.64 	16.63 	21.98 	19.95 	19.62 
ICCS0301,P_HTHAB,NL	26.12 	23.04 	24.88 	30.00 	28.13 	27.89 	24.61 	25.49 	26.34 	29.08 	31.16 	33.00 	62.14 	63.97 
ICCS0301,P_HTHAB,NO	107.12 	94.27 	95.06 	109.45 	107.16 	106.70 	84.37 	73.34 	69.80 	71.72 	73.41 	68.29 	67.48 	68.83 
ICCS0301,P_HTHAB,PL	8.49 	7.74 	9.38 	8.76 	8.48 	8.31 	7.25 	7.71 	8.03 	: 	: 	: 	: 	: 
ICCS0301,P_HTHAB,PT	26.40 	23.64 	26.28 	23.93 	24.62 	23.91 	23.57 	22.35 	20.37 	20.24 	20.64 	20.86 	24.20 	21.33 
ICCS0301,P_HTHAB,RO	12.21 	9.90 	9.85 	8.97 	7.78 	9.05 	8.76 	7.60 	8.67 	7.67 	6.19 	6.92 	7.85 	7.59 
ICCS0301,P_HTHAB,RS	9.63 	7.02 	8.03 	6.58 	4.45 	4.00 	3.53 	4.03 	3.65 	5.47 	6.30 	6.20 	5.62 	5.43 
ICCS0301,P_HTHAB,SE	217.72 	204.73 	195.11 	190.43 	188.83 	179.48 	156.32 	175.33 	155.83 	170.56 	170.94 	166.34 	162.03 	153.09 
ICCS0301,P_HTHAB,SI	21.20 	17.99 	22.54 	17.51 	20.67 	17.25 	12.51 	14.36 	18.36 	17.85 	22.97 	22.77 	22.44 	19.05 
ICCS0301,P_HTHAB,SK	10.82 	11.38 	12.81 	12.25 	12.97 	12.09 	11.90 	12.61 	11.92 	: 	: 	: 	: 	: 
ICCS0301,P_HTHAB,UKC-L	: 	: 	: 	274.81 	258.05 	210.19 	184.81 	137.79 	82.57 	69.06 	68.47 	70.52 	67.78 	64.65 
ICCS0301,P_HTHAB,UKM	: 	: 	: 	233.68 	214.75 	186.92 	173.76 	160.26 	152.52 	126.91 	118.02 	99.72 	92.97 	86.98 
ICCS0301,P_HTHAB,UKN	: 	: 	: 	193.02 	179.79 	171.35 	157.62 	140.53 	117.87 	102.20 	101.68 	103.83 	99.04 	100.37 
ICCS0301,P_HTHAB,XK	: 	: 	8.52 	20.18 	24.73 	5.59 	: 	: 	: 	: 	6.97 	5.53 	6.28 	7.48 
ICCS03011,NR,AL	65 	65 	77 	42 	43 	44 	71 	41 	39 	24 	22 	24 	34 	39 
ICCS03011,NR,AT	1841 	1684 	1676 	1666 	1492 	1231 	1130 	1164 	1295 	1256 	1314 	1221 	779 	693 
ICCS03011,NR,BA	20 	18 	26 	34 	25 	27 	36 	27 	35 	41 	35 	46 	29 	35 
ICCS03011,NR,BE	4052 	3738 	4079 	3867 	3727 	3443 	3231 	3188 	3345 	3405 	3397 	3308 	3152 	3231 
ICCS03011,NR,BG	80 	109 	131 	113 	142 	127 	119 	148 	164 	187 	157 	211 	246 	262 
ICCS03011,NR,CH	757 	713 	679 	626 	619 	588 	532 	556 	571 	569 	552 	543 	666 	612 
ICCS03011,NR,CY	55 	28 	16 	28 	19 	22 	21 	17 	23 	31 	45 	36 	27 	34 
ICCS03011,NR,CZ	773 	639 	683 	651 	598 	649 	598 	669 	589 	669 	675 	586 	480 	529 
ICCS03011,NR,DE	10410 	10122 	9576 	9036 	8310 	7919 	7022 	7345 	7408 	8031 	7539 	7724 	7314 	7292 
ICCS03011,NR,DK	2658 	2175 	2051 	2217 	1803 	1679 	1051 	837 	839 	869 	853 	954 	878 	975 
ICCS03011,NR,EE	186 	152 	203 	212 	150 	152 	161 	147 	135 	143 	91 	81 	124 	160 
ICCS03011,NR,EL	259 	172 	182 	157 	156 	155 	122 	134 	149 	167 	172 	215 	213 	232 
ICCS03011,NR,ES	2143 	1596 	1873 	1700 	1387 	1249 	1229 	1239 	1298 	1280 	1513 	1578 	2051 	2437 
ICCS03011,NR,FI	1973 	1518 	1511 	1393 	1245 	1160 	1043 	1009 	975 	1009 	1039 	818 	660 	915 
ICCS03011,NR,FR	33918 	25550 	22872 	19155 	16270 	14340 	12819 	12157 	11171 	10885 	10406 	10108 	9842 	10277 
ICCS03011,NR,HR	451 	302 	472 	297 	246 	318 	258 	335 	274 	126 	122 	141 	129 	188 
ICCS03011,NR,HU	473 	504 	381 	541 	588 	598 	380 	318 	248 	192 	196 	246 	228 	214 
ICCS03011,NR,IE	1064 	1027 	1065 	1030 	839 	696 	666 	480 	391 	457 	446 	468 	364 	331 
ICCS03011,NR,IS	211 	158 	215 	263 	213 	185 	178 	129 	180 	122 	128 	98 	78 	68 
ICCS03011,NR,LI	2 	3 	1 	5 	5 	2 	2 	5 	3 	4 	2 	0 	0 	3 
ICCS03011,NR,LT	68 	72 	94 	116 	124 	110 	155 	158 	133 	178 	191 	208 	149 	164 
ICCS03011,NR,LU	110 	104 	116 	76 	84 	106 	68 	73 	89 	76 	70 	66 	56 	57 
ICCS03011,NR,LV	172 	202 	171 	176 	161 	142 	60 	75 	73 	64 	50 	78 	69 	100 
ICCS03011,NR,ME	8 	9 	4 	8 	10 	2 	5 	5 	4 	3 	3 	5 	9 	17 
ICCS03011,NR,MK	: 	: 	: 	: 	35 	36 	41 	45 	38 	43 	41 	28 	37 	41 
ICCS03011,NR,MT	32 	17 	31 	18 	19 	27 	23 	11 	15 	13 	18 	11 	12 	19 
ICCS03011,NR,NL	2340 	2055 	2055 	1940 	1760 	1535 	1265 	1120 	1245 	1445 	1565 	1640 	1920 	1945 
ICCS03011,NR,NO	2471 	2234 	2197 	2564 	2308 	2235 	1904 	1630 	1594 	1646 	1621 	1446 	1481 	1452 
ICCS03011,NR,PL	582 	568 	710 	756 	718 	791 	657 	793 	786 	1432 	1498 	1567 	1530 	1611 
ICCS03011,NR,PT	397 	315 	431 	421 	408 	335 	375 	374 	345 	375 	374 	424 	377 	314 
ICCS03011,NR,RO	1950 	1595 	1561 	1463 	1385 	940 	1016 	875 	978 	895 	780 	897 	1007 	1016 
ICCS03011,NR,RS	115 	93 	116 	123 	111 	105 	114 	133 	140 	85 	79 	72 	111 	123 
ICCS03011,NR,SE	9314 	8884 	8271 	7575 	6969 	6311 	5544 	6294 	5634 	5949 	6059 	5479 	5453 	4901 
ICCS03011,NR,SI	55 	46 	37 	42 	42 	33 	42 	44 	53 	58 	55 	63 	79 	57 
ICCS03011,NR,SK	92 	92 	97 	99 	96 	82 	87 	86 	91 	88 	150 	117 	142 	152 
ICCS03011,NR,UKC-L	: 	: 	: 	58657 	54045 	41616 	35901 	29389 	20751 	16374 	16038 	15892 	15074 	13096 
ICCS03011,NR,UKM	: 	: 	: 	2293 	2136 	1755 	1692 	1797 	1690 	1372 	1183 	997 	884 	821 
ICCS03011,NR,UKN	: 	: 	: 	1090 	952 	829 	753 	687 	543 	503 	548 	498 	422 	368 
ICCS03011,NR,XK	100 	60 	50 	32 	29 	28 	31 	29 	32 	33 	24 	33 	44 	50 
ICCS03011,P_HTHAB,AL	2.30 	2.28 	2.69 	1.46 	1.49 	1.53 	2.46 	1.41 	: 	: 	0.78 	: 	1.07 	1.23 
ICCS03011,P_HTHAB,AT	20.61 	18.92 	18.92 	18.88 	17.01 	14.17 	13.18 	13.68 	15.32 	14.94 	15.69 	14.62 	9.35 	8.34 
ICCS03011,P_HTHAB,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.07 	0.91 	1.20 	0.75 	0.91 
ICCS03011,P_HTHAB,BE	35.07 	32.44 	35.61 	33.93 	32.83 	30.44 	28.75 	28.51 	29.97 	30.69 	30.88 	30.52 	29.31 	30.29 
ICCS03011,P_HTHAB,BG	1.16 	1.57 	1.87 	1.60 	2.00 	1.78 	1.65 	2.04 	2.25 	2.55 	2.13 	2.84 	3.29 	3.48 
ICCS03011,P_HTHAB,CH	8.73 	8.28 	7.95 	7.38 	7.35 	7.06 	6.46 	6.83 	7.10 	7.15 	7.01 	6.97 	8.65 	8.06 
ICCS03011,P_HTHAB,CY	6.14 	3.15 	1.83 	3.24 	2.22 	2.59 	2.48 	1.98 	2.66 	3.60 	5.36 	4.39 	3.39 	4.38 
ICCS03011,P_HTHAB,CZ	7.22 	5.98 	6.41 	6.14 	5.65 	6.15 	5.67 	6.36 	5.60 	6.37 	6.44 	5.60 	4.60 	5.11 
ICCS03011,P_HTHAB,DE	12.52 	12.17 	11.53 	10.91 	10.07 	9.64 	8.65 	9.09 	9.20 	10.00 	9.40 	9.44 	8.92 	8.87 
ICCS03011,P_HTHAB,DK	45.51 	37.35 	35.33 	38.35 	31.36 	29.42 	18.57 	14.87 	14.98 	15.57 	15.34 	17.24 	15.93 	17.81 
ICCS03011,P_HTHAB,EE	13.98 	11.44 	15.32 	16.07 	11.40 	11.55 	12.24 	11.17 	10.23 	10.79 	6.84 	6.08 	9.28 	11.95 
ICCS03011,P_HTHAB,EL	2.43 	1.60 	1.70 	1.46 	1.45 	1.44 	1.12 	1.23 	1.35 	1.51 	1.55 	1.93 	1.92 	2.07 
ICCS03011,P_HTHAB,ES	4.52 	3.37 	3.99 	3.64 	2.98 	2.69 	2.65 	2.66 	2.78 	2.73 	3.24 	3.39 	4.44 	5.34 
ICCS03011,P_HTHAB,FI	35.65 	27.47 	27.38 	25.27 	22.62 	21.14 	19.06 	18.51 	17.97 	18.68 	19.33 	15.29 	12.39 	17.26 
ICCS03011,P_HTHAB,FR	50.13 	37.95 	34.05 	28.58 	24.35 	22.52 	19.28 	18.44 	17.03 	16.68 	16.01 	15.63 	15.29 	16.06 
ICCS03011,P_HTHAB,HR	11.17 	7.44 	11.58 	7.23 	5.92 	7.59 	6.11 	7.89 	6.43 	2.95 	2.84 	3.28 	2.99 	4.36 
ICCS03011,P_HTHAB,HU	4.86 	5.16 	3.90 	5.53 	6.00 	6.08 	3.86 	3.22 	2.50 	1.93 	1.96 	2.46 	2.27 	2.13 
ICCS03011,P_HTHAB,IE	21.25 	20.69 	21.72 	21.32 	17.54 	14.73 	14.24 	10.35 	8.52 	9.97 	9.75 	10.28 	8.05 	7.42 
ICCS03011,P_HTHAB,IS	57.21 	43.39 	60.23 	75.48 	62.95 	55.63 	54.09 	39.61 	55.93 	38.18 	40.19 	30.85 	24.42 	21.56 
ICCS03011,P_HTHAB,LI	5.12 	7.74 	2.61 	13.12 	13.22 	5.32 	5.35 	13.47 	8.14 	10.97 	5.53 	0.00 	0.00 	8.49 
ICCS03011,P_HTHAB,LT	2.43 	2.58 	3.36 	4.13 	4.35 	3.81 	5.31 	5.37 	4.48 	5.93 	6.26 	6.62 	4.68 	5.10 
ICCS03011,P_HTHAB,LU	17.33 	16.61 	18.90 	12.62 	14.22 	18.39 	12.08 	13.28 	16.57 	14.48 	13.68 	13.15 	11.35 	11.78 
ICCS03011,P_HTHAB,LV	9.09 	10.59 	8.91 	9.10 	8.26 	7.21 	3.02 	3.75 	3.61 	3.13 	2.41 	3.68 	3.19 	4.56 
ICCS03011,P_HTHAB,ME	1.29 	1.45 	0.64 	1.29 	1.61 	0.32 	0.80 	0.80 	0.64 	0.48 	0.48 	0.81 	1.46 	2.76 
ICCS03011,P_HTHAB,MK	: 	: 	: 	: 	1.69 	1.74 	1.98 	2.18 	1.84 	2.09 	1.99 	1.36 	1.81 	2.00 
ICCS03011,P_HTHAB,MT	6.20 	3.30 	6.28 	3.78 	4.13 	5.99 	5.36 	2.59 	3.56 	3.11 	4.34 	2.66 	2.92 	4.66 
ICCS03011,P_HTHAB,NL	13.39 	11.81 	11.89 	11.29 	10.30 	9.04 	7.48 	7.25 	7.42 	8.64 	9.40 	9.89 	11.65 	11.86 
ICCS03011,P_HTHAB,NO	45.83 	41.62 	41.23 	48.42 	43.89 	42.89 	36.85 	31.91 	31.56 	33.01 	32.94 	29.76 	30.85 	30.65 
ICCS03011,P_HTHAB,PL	1.54 	1.50 	1.87 	1.99 	1.89 	2.08 	1.73 	2.09 	2.07 	3.76 	3.94 	4.12 	4.01 	4.23 
ICCS03011,P_HTHAB,PT	3.86 	3.06 	4.19 	4.09 	3.96 	3.24 	3.61 	3.59 	3.29 	3.56 	3.54 	4.01 	3.57 	2.98 
ICCS03011,P_HTHAB,RO	10.16 	8.25 	8.04 	7.49 	7.05 	4.76 	5.11 	4.39 	4.89 	4.45 	3.64 	4.18 	4.93 	4.92 
ICCS03011,P_HTHAB,RS	1.67 	1.34 	1.67 	1.76 	1.58 	1.48 	1.60 	1.86 	1.95 	1.18 	1.09 	0.99 	1.51 	1.67 
ICCS03011,P_HTHAB,SE	89.74 	86.02 	80.85 	74.85 	69.72 	64.06 	56.88 	65.26 	58.96 	62.73 	64.35 	58.66 	58.91 	53.37 
ICCS03011,P_HTHAB,SI	2.61 	2.19 	1.78 	2.03 	2.03 	1.60 	2.04 	2.13 	2.57 	2.82 	2.68 	3.08 	3.89 	2.84 
ICCS03011,P_HTHAB,SK	1.69 	1.69 	1.78 	1.82 	1.77 	1.51 	1.60 	1.59 	1.68 	1.63 	2.78 	2.17 	2.64 	2.83 
ICCS03011,P_HTHAB,UKC-L	: 	: 	: 	99.48 	92.29 	71.59 	62.28 	51.40 	36.56 	29.05 	28.67 	28.65 	27.39 	23.98 
ICCS03011,P_HTHAB,UKM	: 	: 	: 	42.17 	39.45 	32.64 	31.59 	33.67 	31.77 	25.86 	22.40 	19.00 	16.94 	15.83 
ICCS03011,P_HTHAB,UKN	: 	: 	: 	58.10 	51.00 	44.60 	40.79 	37.39 	29.73 	27.65 	30.28 	27.68 	23.63 	20.79 
ICCS03011,P_HTHAB,XK	: 	3.37 	2.78 	1.78 	1.63 	1.58 	: 	: 	: 	: 	1.34 	1.49 	2.02 	2.32 
ICCS03012,NR,AL	70 	80 	77 	67 	70 	76 	78 	56 	50 	23 	22 	36 	29 	18 
ICCS03012,NR,AT	2209 	2135 	2360 	2424 	2417 	2821 	2009 	2119 	2153 	2784 	2643 	2275 	3057 	3492 
ICCS03012,NR,BA	171 	146 	138 	187 	: 	29 	24 	107 	: 	: 	: 	: 	: 	: 
ICCS03012,NR,BE	5697 	5308 	5269 	4870 	4907 	4389 	3657 	3709 	3813 	7331 	7903 	7615 	7457 	7548 
ICCS03012,NR,BG	467 	459 	474 	462 	: 	: 	484 	462 	468 	499 	492 	485 	480 	487 
ICCS03012,NR,CH	720 	683 	626 	665 	3136 	2154 	2178 	2191 	2125 	2012 	2264 	1949 	2322 	: 
ICCS03012,NR,CY	8 	2 	1 	1 	1 	2 	0 	2 	1 	2 	2 	43 	51 	63 
ICCS03012,NR,CZ	800 	791 	865 	785 	803 	729 	821 	760 	827 	741 	781 	751 	1250 	1151 
ICCS03012,NR,DE	31380 	30957 	31148 	31549 	26505 	29247 	27243 	27614 	27922 	28246 	28815 	28842 	41770 	49492 
ICCS03012,NR,DK	3685 	3195 	2844 	3323 	2992 	2114 	1560 	1531 	1004 	1035 	1013 	1056 	793 	837 
ICCS03012,NR,EE	134 	158 	152 	84 	109 	119 	123 	52 	105 	105 	89 	97 	130 	108 
ICCS03012,NR,EL	12 	12 	70 	182 	224 	263 	259 	191 	187 	203 	180 	187 	711 	450 
ICCS03012,NR,ES	12775 	9516 	11158 	9912 	8077 	7477 	6267 	8229 	7625 	7728 	8379 	8376 	7672 	8451 
ICCS03012,NR,FI	3043 	2544 	2498 	2144 	1809 	2028 	1729 	1816 	2013 	2225 	2120 	1566 	1439 	1796 
ICCS03012,NR,FR	40309 	30824 	31438 	28320 	23420 	21124 	20464 	18802 	16607 	15898 	13465 	12855 	13411 	13754 
ICCS03012,NR,HR	393 	265 	351 	244 	230 	358 	347 	269 	302 	217 	256 	256 	535 	577 
ICCS03012,NR,HU	: 	: 	: 	: 	: 	: 	241 	227 	431 	502 	433 	431 	428 	250 
ICCS03012,NR,IE	1857 	1555 	1782 	1776 	1692 	1533 	1404 	1384 	1387 	1378 	1361 	1665 	1082 	869 
ICCS03012,NR,IS	57 	48 	71 	40 	69 	45 	45 	41 	56 	: 	: 	: 	: 	: 
ICCS03012,NR,IT	: 	: 	: 	: 	: 	: 	4000 	4257 	4488 	4689 	4617 	4813 	4963 	4893 
ICCS03012,NR,LI	: 	: 	: 	: 	: 	7 	16 	14 	39 	: 	: 	: 	: 	: 
ICCS03012,NR,LT	79 	54 	96 	103 	102 	98 	108 	159 	122 	263 	338 	306 	213 	204 
ICCS03012,NR,LU	: 	: 	: 	: 	: 	: 	288 	362 	316 	322 	284 	260 	304 	: 
ICCS03012,NR,LV	173 	115 	136 	133 	112 	83 	243 	369 	304 	: 	: 	: 	: 	: 
ICCS03012,NR,ME	24 	14 	28 	13 	7 	16 	21 	26 	19 	21 	21 	39 	38 	23 
ICCS03012,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	113 	: 	: 	: 	: 	: 
ICCS03012,NR,MT	106 	72 	88 	75 	59 	61 	81 	66 	79 	69 	51 	80 	70 	61 
ICCS03012,NR,NL	2225 	1955 	2245 	2375 	2200 	2215 	1710 	1815 	1950 	2070 	2175 	2480 	8325 	8550 
ICCS03012,NR,NO	2799 	2389 	2491 	2734 	2897 	2925 	2118 	1807 	1631 	1585 	1663 	1566 	1445 	1507 
ICCS03012,NR,PL	353 	360 	576 	417 	456 	513 	421 	384 	434 	: 	: 	: 	: 	: 
ICCS03012,NR,PT	2322 	2119 	2270 	2042 	2130 	2138 	2070 	1957 	1791 	1759 	1808 	1782 	2179 	1937 
ICCS03012,NR,RO	395 	319 	351 	288 	143 	99 	80 	641 	745 	646 	545 	589 	598 	550 
ICCS03012,NR,RS	547 	393 	443 	338 	202 	178 	134 	155 	121 	310 	378 	381 	301 	277 
ICCS03012,NR,SE	12636 	11567 	11142 	11291 	11505 	10966 	9319 	10213 	8874 	10225 	10036 	10058 	9545 	9157 
ICCS03012,NR,SI	43 	43 	41 	33 	43 	43 	30 	48 	49 	309 	416 	403 	377 	326 
ICCS03012,NR,SK	72 	59 	78 	76 	87 	59 	75 	54 	68 	: 	: 	: 	: 	: 
ICCS03012,NR,TR	9030 	7760 	8487 	7521 	6325 	5528 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,NR,UKC-L	: 	: 	: 	59058 	55805 	46154 	41404 	34916 	26115 	22556 	22260 	23222 	22233 	22214 
ICCS03012,NR,UKM	: 	: 	: 	5256 	4945 	4404 	4080 	3831 	3523 	5362 	5049 	4235 	3966 	3690 
ICCS03012,NR,UKN	: 	: 	: 	1463 	1415 	1365 	1302 	1155 	987 	1356 	1292 	1370 	1347 	1409 
ICCS03012,NR,XK	73 	56 	61 	46 	50 	56 	55 	54 	48 	109 	101 	89 	93 	111 
ICCS03012,P_HTHAB,AL	2.47 	2.81 	2.69 	2.33 	2.43 	2.64 	2.70 	1.93 	: 	: 	0.78 	: 	0.91 	0.57 
ICCS03012,P_HTHAB,AT	24.73 	23.99 	26.64 	27.48 	27.55 	32.46 	23.43 	24.91 	25.47 	33.11 	31.56 	27.24 	36.68 	42.03 
ICCS03012,P_HTHAB,BE	49.30 	46.07 	46.00 	42.72 	43.23 	38.80 	32.54 	33.17 	34.16 	66.08 	71.84 	70.25 	69.35 	70.76 
ICCS03012,P_HTHAB,BG	6.75 	6.60 	6.77 	6.55 	: 	: 	6.72 	6.38 	6.42 	6.81 	6.68 	6.53 	6.43 	6.48 
ICCS03012,P_HTHAB,CH	8.30 	7.94 	7.33 	7.84 	37.25 	25.87 	26.44 	26.92 	26.43 	25.29 	28.76 	25.03 	30.14 	: 
ICCS03012,P_HTHAB,CY	0.89 	0.23 	0.11 	0.12 	0.12 	0.24 	0.00 	0.23 	0.12 	0.23 	0.24 	5.25 	6.40 	8.12 
ICCS03012,P_HTHAB,CZ	7.48 	7.40 	8.12 	7.40 	7.59 	6.91 	7.79 	7.23 	7.86 	7.05 	7.45 	7.18 	11.99 	11.13 
ICCS03012,P_HTHAB,DE	37.74 	37.22 	37.52 	38.11 	32.12 	35.59 	33.55 	34.19 	34.68 	35.16 	35.92 	35.26 	50.94 	60.20 
ICCS03012,P_HTHAB,DK	63.10 	54.87 	48.98 	57.48 	52.05 	37.04 	27.56 	27.21 	17.92 	18.55 	18.22 	19.08 	14.39 	15.29 
ICCS03012,P_HTHAB,EE	10.07 	11.89 	11.47 	6.37 	8.28 	9.04 	9.35 	3.95 	7.95 	7.92 	6.69 	7.28 	9.73 	8.07 
ICCS03012,P_HTHAB,EL	0.11 	0.11 	0.65 	1.69 	2.08 	2.44 	2.39 	1.75 	1.70 	1.83 	1.61 	1.68 	6.41 	4.02 
ICCS03012,P_HTHAB,ES	26.95 	20.10 	23.77 	21.24 	17.36 	16.10 	13.49 	17.69 	16.32 	16.51 	17.95 	18.02 	16.59 	18.50 
ICCS03012,P_HTHAB,FI	54.99 	46.04 	45.27 	38.89 	32.87 	36.96 	31.60 	33.31 	37.09 	41.19 	39.44 	29.26 	27.02 	33.88 
ICCS03012,P_HTHAB,FR	59.58 	45.79 	46.80 	42.25 	35.05 	31.70 	30.78 	28.51 	25.32 	24.35 	20.72 	19.88 	20.84 	21.49 
ICCS03012,P_HTHAB,HR	9.74 	6.53 	8.61 	5.94 	5.54 	8.54 	8.21 	6.33 	7.09 	5.07 	5.97 	5.95 	12.41 	13.38 
ICCS03012,P_HTHAB,HU	: 	: 	: 	: 	: 	: 	2.45 	2.30 	4.35 	5.05 	4.34 	4.30 	4.27 	2.49 
ICCS03012,P_HTHAB,IE	37.09 	31.32 	36.34 	36.77 	35.37 	32.44 	30.02 	29.84 	30.21 	30.06 	29.77 	36.59 	23.93 	19.49 
ICCS03012,P_HTHAB,IS	15.46 	13.18 	19.89 	11.48 	20.39 	13.53 	13.67 	12.59 	17.40 	: 	: 	: 	: 	: 
ICCS03012,P_HTHAB,IT	: 	: 	: 	: 	: 	: 	6.58 	7.00 	7.52 	7.89 	7.78 	8.13 	8.41 	8.34 
ICCS03012,P_HTHAB,LI	: 	: 	: 	: 	: 	18.61 	42.82 	37.71 	105.87 	: 	: 	: 	: 	: 
ICCS03012,P_HTHAB,LT	2.83 	1.93 	3.44 	3.67 	3.58 	3.39 	3.70 	5.40 	4.11 	8.76 	11.07 	9.74 	6.69 	6.35 
ICCS03012,P_HTHAB,LU	: 	: 	: 	: 	: 	: 	51.16 	65.86 	58.84 	61.35 	55.49 	51.79 	61.60 	: 
ICCS03012,P_HTHAB,LV	9.14 	6.03 	7.08 	6.88 	5.74 	4.22 	12.24 	18.44 	15.02 	: 	: 	: 	: 	: 
ICCS03012,P_HTHAB,ME	3.87 	2.25 	4.50 	2.09 	1.12 	2.57 	3.38 	4.18 	3.06 	3.39 	3.39 	6.30 	6.16 	3.74 
ICCS03012,P_HTHAB,MK	: 	: 	: 	: 	: 	: 	: 	: 	5.48 	: 	: 	: 	: 	: 
ICCS03012,P_HTHAB,MT	20.54 	13.99 	17.83 	15.77 	12.82 	13.54 	18.87 	15.52 	18.75 	16.53 	12.29 	19.32 	17.03 	14.96 
ICCS03012,P_HTHAB,NL	12.73 	11.23 	12.99 	13.82 	12.88 	13.05 	10.12 	10.78 	11.62 	12.37 	13.06 	14.96 	50.50 	52.12 
ICCS03012,P_HTHAB,NO	51.92 	44.51 	46.75 	51.63 	55.09 	56.13 	40.99 	35.38 	32.29 	31.78 	33.79 	32.23 	30.10 	31.81 
ICCS03012,P_HTHAB,PL	0.93 	0.95 	1.52 	1.10 	1.20 	1.35 	1.11 	1.01 	1.14 	: 	: 	: 	: 	: 
ICCS03012,P_HTHAB,PT	22.55 	20.58 	22.09 	19.84 	20.66 	20.67 	19.95 	18.77 	17.08 	16.69 	17.10 	16.85 	20.63 	18.35 
ICCS03012,P_HTHAB,RO	2.06 	1.65 	1.81 	1.47 	0.73 	0.50 	0.40 	3.21 	3.72 	3.21 	2.55 	2.74 	2.93 	2.67 
ICCS03012,P_HTHAB,RS	7.96 	5.67 	6.36 	4.83 	2.87 	2.52 	1.88 	2.17 	1.68 	4.30 	5.21 	5.21 	4.10 	3.76 
ICCS03012,P_HTHAB,SE	121.74 	112.00 	108.91 	111.57 	115.11 	111.32 	95.61 	105.89 	92.86 	107.83 	106.59 	107.68 	103.12 	99.72 
ICCS03012,P_HTHAB,SI	2.04 	2.05 	1.97 	1.60 	2.08 	2.08 	1.45 	2.33 	2.38 	15.03 	20.29 	19.69 	18.55 	16.22 
ICCS03012,P_HTHAB,SK	1.32 	1.08 	1.43 	1.40 	1.60 	1.09 	1.38 	1.00 	1.26 	: 	: 	: 	: 	: 
ICCS03012,P_HTHAB,TR	10.80 	9.33 	10.35 	9.31 	7.92 	7.02 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,P_HTHAB,UKC-L	: 	: 	: 	100.17 	95.29 	79.39 	71.82 	61.07 	46.01 	40.01 	39.80 	41.87 	40.39 	40.67 
ICCS03012,P_HTHAB,UKM	: 	: 	: 	96.67 	91.33 	81.91 	76.17 	71.78 	66.22 	101.05 	95.61 	80.72 	76.02 	71.15 
ICCS03012,P_HTHAB,UKN	: 	: 	: 	77.99 	75.80 	73.50 	70.52 	62.86 	54.03 	74.55 	71.40 	76.15 	75.41 	79.59 
ICCS03012,P_HTHAB,XK	: 	3.14 	3.40 	2.56 	2.80 	3.16 	: 	: 	: 	: 	5.63 	4.03 	4.26 	5.16 
ICCS0302,NR,AL	183 	96 	96 	96 	121 	105 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,AT	2115 	1917 	1859 	1358 	927 	835 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,BA	19 	14 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,BE	2814 	3313 	3713 	2961 	2851 	2510 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,CH	1570 	1669 	1485 	877 	752 	282 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,CY	178 	164 	106 	126 	100 	80 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,CZ	709 	666 	765 	683 	549 	396 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,DE	44722 	23157 	16019 	10386 	9046 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,DK	2125 	1901 	1601 	1681 	2039 	597 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,EL	114 	104 	102 	174 	184 	276 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,ES	1869 	1846 	2040 	1923 	1962 	1814 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,FI	765 	874 	480 	368 	324 	282 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,FR	12437 	11416 	10632 	9374 	8969 	7644 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,HR	499 	360 	401 	275 	372 	456 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,HU	496 	371 	336 	476 	1634 	523 	: 	: 	: 	: 	: 	: 	: 	: 
